User,Chatbot,Intent,Emotion,Probability
"The fluffier the cat , the better to cuddle","I am glad to hear the fluffier the cat , the better to cuddle",Info, Neutral,0.87
The BBQ was a lot of fun for the whole family,I am glad to hear your family enjoyed the barbecue,Eat_Food,joy,0.8
The BBQ was a lot of fun for the whole family,I am glad to hear your whole family had a lot of fun at the barbecue,Eat_Food,joy,0.8
I have some terrible acne now,I am sorry to hear of your acne,Health,sadness,0.9
I have some terrible acne now,I am sorry that you are having such bad acne now,Health,sadness,0.9
I just bought a new phone and it 's so much better than my old one,I am happy you new phone is so much better,Happy_Excited_Joy,joy,0.9
I just bought a new phone and it 's so much better than my old one,I am glad to hear your new phone is so much better than you old one,Happy_Excited_Joy,joy,0.9
We were saddened that the season ended so abruptly,I am sad to hear that you were saddened,Sad,joy,0.6
We were saddened that the season ended so abruptly,I am sorry to hear that you were saddened that the season ended so abruptly,Sad,joy,0.6
I must have gotten thirty mosquito bites at the lake,I am sorry to hear about the mosquito bites,Confirm, Neutral,0.57
I must have gotten thirty mosquito bites at the lake,I am sorry to hear you got thirty mosquito bites at the lake,Confirm, Neutral,0.57
My daughter fell off the swing and broke her wrist,I am sorry that your broke her wrist,Health,sadness,0.87
My daughter fell off the swing and broke her wrist,I am sad that your daughter fell and broke her wrist,Health,sadness,0.87
The trees are fixing to bloom outside,I am glad about the trees,Happy_Excited_Joy,joy,0.8
The trees are fixing to bloom outside,I am glad the trees are blooming outside,Happy_Excited_Joy,joy,0.8
my wife graduated today with first class class,I am glad your wife graduated today,Happy_Excited_Joy,joy,0.83
my wife graduated today with first class class,I am glad your wife graduated today with first class class,Happy_Excited_Joy,joy,0.83
My landlord just showed up while I have dishes in the sink and a mess everywhere,I am sorry about the landlord 's visit,Info,joy,0.8
My landlord just showed up while I have dishes in the sink and a mess everywhere,I am sorry to hear that your landlord found dishes in the sink and a mess everywhere,Info,joy,0.8
My girlfriend gave me some new shoes,I am glad you got some new shoes,Happy_Excited_Joy, Neutral,0.8
My girlfriend gave me some new shoes,I am glad your girlfriend gave you some new shoes,Happy_Excited_Joy, Neutral,0.8
I just found a great new sports bar,I am glad to hear about the new sports bar,Info, Neutral,0.9
I just found a great new sports bar,I am glad to hear that you just found a new sports bar,Info, Neutral,0.9
Someone falsely accused me of using a racial slur towards them,I am sorry you were falsely accused,Angry_Frustrated,anger,0.5
Someone falsely accused me of using a racial slur towards them,I am sorry someone falsely accused you of using a racial slur towards them,Angry_Frustrated,anger,0.5
The cord to my lamp in my room is torn,I am sorry your lamp is broken,Sad,joy,0.8
The cord to my lamp in my room is torn,I am sorry your lamp has a broken cord,Sad,joy,0.8
The song I wrote was a number one hit,I am glad the song you wrote was a hit,Happy_Excited_Joy, Neutral,0.87
The song I wrote was a number one hit,I am glad the song you wrote was a number one hit,Happy_Excited_Joy, Neutral,0.87
"We saw The Mule at the movies , it was great",I am glad you liked the Mule which you saw at the movies,Happy_Excited_Joy, Neutral,0.9
My boss told me I wo n't be getting a raise at all this year,I am sorry you wo n't get a raise,Sad,joy,0.8
My boss told me I wo n't be getting a raise at all this year,I am sorry to hear that your boss told you that you wo n't be getting a raise at all this year,Sad,joy,0.8
A family member passed away last night,I am sorry about your family member,Sad,joy,0.87
A family member passed away last night,I am sorry a family member passed away last night,Sad,joy,0.87
The future looks brighter than I ever imagined,I am happy to hear the future looks brighter,Surprise_Amazed,joy,0.87
The future looks brighter than I ever imagined,I am glad to hear that the future looks brighter than you imagined,Surprise_Amazed,joy,0.87
My check got cashed early,I am glad am so happy it got cashed early,Happy_Excited_Joy, Neutral,0.63
My check got cashed early,I am glad am so happy your check got cashed early,Happy_Excited_Joy, Neutral,0.63
I got hit by a bus,I am sorry a bus hit you,Sad, Neutral,0.83
I got hit by a bus,I am sad you were hit by a bus,Sad, Neutral,0.83
Yesterday my family learned that our grandfathe passed away,I am sorry your grandfather passed away,Sad,joy,0.87
Yesterday my family learned that our grandfathe passed away,I am sorry that your family learned that your grandfather passed away yesterday,Sad,joy,0.87
I got a discount on my coffee this morning,I am happy that you got a coffee discount,Happy_Excited_Joy,joy,0.87
I got a discount on my coffee this morning,I am happy to hear about the discount on your coffee,Happy_Excited_Joy,joy,0.87
I owe money I ca n't pay back,I am sorry you will not be able to pay back,Sad, Neutral,0.9
I owe money I ca n't pay back,I am sorry you owe money which you will not be able to pay back,Sad, Neutral,0.9
My friends threw me a surprise party,I am glad for the surprise party,Surprise_Amazed,sadness,0.5
My friends threw me a surprise party,I am glad your friends threw you a surprise party,Surprise_Amazed,sadness,0.5
"It should have been a lot better , I do n't know what happened",I am sorry that things did n't pan out,Sad, Neutral,0.5
"It should have been a lot better , I do n't know what happened",I am sorry things did n't turn out better for you,Sad, Neutral,0.5
My boss is happy that I brought in a new client at work,I am glad to hear your boss is pleased,Happy_Excited_Joy,joy,0.9
My boss is happy that I brought in a new client at work,I am glad to hear your boss is pleased with your work,Happy_Excited_Joy,joy,0.9
I accidentally wrecked my golf cart,I am sorry to hear you ruined the golf cart,Sad, Neutral,0.9
I accidentally wrecked my golf cart,I am sorry to hear about the damaged golf cart,Sad, Neutral,0.9
I often get extra credit for work with Professor James,I am glad to hear you often get extra credit,Info,joy,0.37
I often get extra credit for work with Professor James,I am glad to hear you often get extra credit for work with Professor James,Info,joy,0.37
I got fired from my job,I am sad you got fired,Sad,joy,0.57
I got fired from my job,I am sorry to hear that you got fired from your job,Sad,joy,0.57
My uncle activity very badly,I am sorry about your uncles activity,Angry_Frustrated,joy,0.8
My uncle activity very badly,I am sorry that your uncle behaves so badly,Angry_Frustrated,joy,0.8
"It 's not much , but I won $ 5 in the Lotto yesterday",I am glad you won the lottery,Happy_Excited_Joy,joy,0.8
"It 's not much , but I won $ 5 in the Lotto yesterday",I am glad you won $ 5 in the lottery,Happy_Excited_Joy,joy,0.8
My niece was just born,I am glad your niece was born,Confirm, Neutral,0.6
My niece was just born,I am glad that your niece was just born,Confirm, Neutral,0.6
The flowers in my garden are beautiful,I am happy to see the garden with flower,Happy_Excited_Joy,joy,0.6
I got kicked off the team,I am sad the team kicked you off,Sad, Neutral,0.53
I got kicked off the team,I am sorry you got kicked off the team,Sad, Neutral,0.53
i smiled when i saw my loved one,I am glad you smiled,Love,love,0.6
i smiled when i saw my loved one,I am happy you saw your loved one,Love,love,0.6
"The Earth , Wind & Fire concert was awesome",I am glad the concert was awesome,Info, Neutral,0.9
"The Earth , Wind & Fire concert was awesome","I am happy the Earth , Wind & Fire concert was awesome",Info, Neutral,0.9
I found a wonderful cafe to work at,I am glad you found a cafe to work at,Happy_Excited_Joy,joy,0.9
I found a wonderful cafe to work at,I am glad you found a wonderful cafe to work at,Happy_Excited_Joy,joy,0.9
Megan had an extra ticket to the concert and asked me if I wanted to go,I am happy you got to go to the concert,Confirm, Neutral,0.9
Megan had an extra ticket to the concert and asked me if I wanted to go,I am glad that Megan had an extra ticket to the concert,Confirm, Neutral,0.9
the stock plummeted in the company i had invested,I am sorry the stock plummeted,Sad, Neutral,0.9
the stock plummeted in the company i had invested,I am sorry the stock plummeted in the company you had invested in,Sad, Neutral,0.9
We had a nice family dinner,I am happy you had a nice dinner,Happy_Excited_Joy,joy,0.8
We had a nice family dinner,I am happy you had a nice family dinner,Happy_Excited_Joy,joy,0.8
I lost control of my car and bumped into another person,I am sorry about your car,Sad,sadness,0.9
I lost control of my car and bumped into another person,I am sorry to hear you lost control of your car,Sad,sadness,0.9
I got to go home early from work today,I am glad you got to leave early,Info,joy,0.87
I got to go home early from work today,I am glad you got to go home early from work,Info,joy,0.87
Both of my kids brought home perfect report cards this week,I am glad to hear about the perfect report cards,Happy_Excited_Joy,joy,0.9
Both of my kids brought home perfect report cards this week,I am happy your kids had perfect report cards this week,Happy_Excited_Joy,joy,0.9
I received a check in the mail,I am happy for your check,Confirm, Neutral,0.6
